Port,Volume_Conteneurs_Vides,Bateau_Entreprise,Pourcentage_Conteneurs_Vides,Presence_Moyenne_Jours,Type_Conteneur,Risque_Vide
Singapour,119030,CMA CGM,10.1,6,Entreprises Grande Taille,Moyenne
Hong Kong,77941,Evergreen,10.8,4,Alimentaires,Haute
Busan,76915,ZIM,11.5,6,Alimentaires,Haute
Shenzen,96693,ZIM,11.2,5,Industriels,Moyenne
Tianjin,73819,ONE,13.9,5,Alimentaires,Moyenne
Guangzou,85021,Yang Ming,11.1,7,Particuliers,Moyenne
Ningbo Zhoushan,112352,ONE,14.4,6,Alimentaires,Haute
Shangai,118628,Yang Ming,10.6,4,Petites Entreprises,Moyenne
Qingdao,87368,ZIM,11.3,7,Entreprises Grande Taille,Moyenne
Ningbo Zhoushan,108279,Evergreen,10.2,5,Entreprises Grande Taille,Haute
Shenzen,100378,Yang Ming,13.0,6,Petites Entreprises,Basse
Rotterdam,89893,CMA CGM,14.1,3,Alimentaires,Moyenne
Guangzou,80701,MSC,9.4,4,Entreprises Grande Taille,Haute
Rotterdam,84688,CMA CGM,14.4,3,Particuliers,Moyenne
Shangai,105612,Evergreen,11.8,6,Particuliers,Moyenne
Tianjin,74186,CMA CGM,10.9,6,Alimentaires,Basse
Shenzen,84797,Maersk,12.6,6,Petites Entreprises,Moyenne
Rotterdam,81631,Yang Ming,14.4,6,Petites Entreprises,Haute
Singapour,132118,Maersk,10.8,6,Entreprises Grande Taille,Moyenne
Ningbo Zhoushan,149526,COSCO,11.3,7,Petites Entreprises,Haute
Busan,76924,ZIM,11.6,3,Entreprises Grande Taille,Basse
Hong Kong,91892,Evergreen,10.8,6,Industriels,Basse
Shenzen,94367,Hapag-Lloyd,9.1,4,Entreprises Grande Taille,Haute
Busan,98871,Yang Ming,13.9,6,Entreprises Grande Taille,Basse
Shenzen,116175,Hapag-Lloyd,14.6,7,Entreprises Grande Taille,Haute
Hong Kong,70519,COSCO,9.8,7,Entreprises Grande Taille,Basse
Shenzen,96172,ZIM,14.0,4,Particuliers,Moyenne
Tianjin,71274,ZIM,9.6,5,Alimentaires,Haute
Shangai,108044,ZIM,13.9,7,Alimentaires,Basse
Ningbo Zhoushan,146066,ONE,13.2,6,Entreprises Grande Taille,Basse
Ningbo Zhoushan,142547,CMA CGM,9.4,4,Industriels,Moyenne
Singapour,134504,Hapag-Lloyd,11.8,6,Industriels,Haute
Hong Kong,82428,ZIM,10.9,6,Alimentaires,Haute
Busan,89682,MSC,12.6,6,Petites Entreprises,Moyenne
Shangai,116382,CMA CGM,11.9,4,Petites Entreprises,Haute
Shangai,137716,ZIM,13.0,3,Alimentaires,Moyenne
Rotterdam,111329,Yang Ming,9.8,7,Industriels,Basse
Busan,74183,Evergreen,9.8,6,Alimentaires,Moyenne
Shenzen,97775,Evergreen,10.9,3,Petites Entreprises,Moyenne
Guangzou,97508,Yang Ming,9.5,3,Particuliers,Moyenne
Busan,99940,MSC,11.1,4,Petites Entreprises,Moyenne
Guangzou,101859,COSCO,11.9,6,Entreprises Grande Taille,Basse
Ningbo Zhoushan,115182,MSC,13.1,7,Alimentaires,Basse
Qingdao,83816,Hapag-Lloyd,10.5,4,Industriels,Haute
Tianjin,86941,Evergreen,13.8,7,Particuliers,Basse
Rotterdam,117657,CMA CGM,9.9,6,Entreprises Grande Taille,Basse
Busan,74576,Yang Ming,14.4,5,Alimentaires,Moyenne
Singapour,119032,ZIM,10.6,3,Particuliers,Basse
Qingdao,73144,ONE,12.2,3,Particuliers,Basse
Singapour,118940,Evergreen,11.5,3,Entreprises Grande Taille,Basse
Shangai,106411,CMA CGM,11.5,3,Particuliers,Moyenne
Shenzen,117155,Evergreen,13.5,5,Alimentaires,Haute
Tianjin,66338,COSCO,14.7,5,Petites Entreprises,Haute
Guangzou,74820,ONE,10.7,5,Alimentaires,Haute
Qingdao,72411,ZIM,13.8,7,Entreprises Grande Taille,Basse
Ningbo Zhoushan,146212,Yang Ming,12.2,3,Alimentaires,Moyenne
Guangzou,75688,Evergreen,13.3,5,Entreprises Grande Taille,Haute
Tianjin,85388,MSC,13.3,3,Entreprises Grande Taille,Haute
Shenzen,109436,Hapag-Lloyd,12.8,6,Particuliers,Moyenne
Busan,76626,COSCO,11.8,6,Industriels,Moyenne
Shangai,151858,Hapag-Lloyd,14.1,7,Petites Entreprises,Haute
Busan,86182,Yang Ming,13.5,4,Petites Entreprises,Moyenne
Hong Kong,75144,Maersk,10.8,4,Industriels,Haute
Shenzen,113106,ZIM,12.1,6,Industriels,Moyenne
Singapour,127271,CMA CGM,13.0,6,Industriels,Haute
Tianjin,97403,ZIM,11.4,7,Alimentaires,Basse
Hong Kong,85592,ZIM,14.0,5,Petites Entreprises,Haute
Shenzen,105849,Yang Ming,11.1,6,Alimentaires,Moyenne
Tianjin,75405,Yang Ming,10.0,7,Petites Entreprises,Basse
Hong Kong,86639,Hapag-Lloyd,9.1,6,Petites Entreprises,Moyenne
Ningbo Zhoushan,131304,CMA CGM,9.4,3,Alimentaires,Haute
Busan,82135,COSCO,9.4,6,Industriels,Haute
Hong Kong,69119,Yang Ming,13.5,5,Alimentaires,Basse
Ningbo Zhoushan,147552,Maersk,13.4,3,Alimentaires,Haute
Shenzen,99494,ONE,14.3,6,Entreprises Grande Taille,Haute
Rotterdam,91299,Yang Ming,10.6,3,Particuliers,Haute
Tianjin,76529,Hapag-Lloyd,14.8,6,Entreprises Grande Taille,Moyenne
Tianjin,80325,Hapag-Lloyd,9.9,7,Entreprises Grande Taille,Haute
Busan,91013,Hapag-Lloyd,14.8,7,Particuliers,Moyenne
Singapour,103990,Hapag-Lloyd,14.9,5,Entreprises Grande Taille,Moyenne
Rotterdam,83752,COSCO,11.2,4,Entreprises Grande Taille,Basse
Ningbo Zhoushan,144142,Evergreen,13.0,3,Particuliers,Moyenne
Guangzou,89338,COSCO,11.0,3,Petites Entreprises,Haute
Singapour,95332,Hapag-Lloyd,9.5,5,Entreprises Grande Taille,Basse
Hong Kong,87805,ZIM,9.3,7,Industriels,Moyenne
Shangai,138304,Maersk,13.8,7,Industriels,Haute
Shenzen,87929,MSC,12.8,7,Alimentaires,Basse
Tianjin,87479,COSCO,11.0,5,Alimentaires,Moyenne
Ningbo Zhoushan,130714,Maersk,10.0,4,Alimentaires,Haute
Guangzou,109052,Maersk,13.3,5,Entreprises Grande Taille,Haute
Hong Kong,90095,ONE,11.9,6,Petites Entreprises,Moyenne
Ningbo Zhoushan,117546,Maersk,15.0,4,Alimentaires,Haute
Shenzen,105100,Maersk,12.2,5,Alimentaires,Moyenne
Busan,84924,Hapag-Lloyd,11.9,3,Petites Entreprises,Basse
Hong Kong,65532,Maersk,14.8,5,Particuliers,Moyenne
Ningbo Zhoushan,140644,CMA CGM,11.9,7,Alimentaires,Haute
Tianjin,87675,COSCO,12.9,4,Particuliers,Haute
Singapour,109942,CMA CGM,13.2,4,Particuliers,Haute
Ningbo Zhoushan,136023,Maersk,10.0,5,Alimentaires,Haute
Ningbo Zhoushan,110202,Yang Ming,14.3,4,Particuliers,Haute
Shangai,123766,CMA CGM,11.7,7,Petites Entreprises,Haute
Ningbo Zhoushan,135857,CMA CGM,11.9,6,Entreprises Grande Taille,Haute
Rotterdam,113011,Hapag-Lloyd,12.8,4,Petites Entreprises,Moyenne
Rotterdam,96369,Maersk,13.1,5,Petites Entreprises,Haute
Tianjin,95770,Maersk,9.1,6,Industriels,Moyenne
Singapour,122998,Evergreen,12.3,6,Petites Entreprises,Basse
Ningbo Zhoushan,120074,ONE,14.0,7,Alimentaires,Haute
Qingdao,75305,ZIM,11.4,4,Industriels,Basse
Guangzou,90912,ONE,9.5,6,Industriels,Moyenne
Hong Kong,84827,CMA CGM,11.5,7,Alimentaires,Moyenne
Busan,84609,ZIM,13.8,4,Alimentaires,Haute
Hong Kong,66999,Hapag-Lloyd,12.9,6,Industriels,Basse
Tianjin,83018,CMA CGM,14.8,3,Petites Entreprises,Basse
Guangzou,83301,Hapag-Lloyd,12.2,7,Industriels,Basse
Shangai,131522,Hapag-Lloyd,11.6,3,Petites Entreprises,Haute
Busan,104057,Evergreen,12.3,6,Entreprises Grande Taille,Moyenne
Shenzen,92723,CMA CGM,12.3,5,Industriels,Moyenne
Ningbo Zhoushan,110915,CMA CGM,11.5,4,Industriels,Moyenne
Singapour,122839,MSC,12.1,5,Alimentaires,Haute
Shangai,143090,Hapag-Lloyd,10.9,6,Industriels,Basse
Guangzou,76850,CMA CGM,9.7,5,Industriels,Moyenne
Qingdao,77396,CMA CGM,10.4,4,Industriels,Moyenne
Qingdao,92021,CMA CGM,13.9,6,Alimentaires,Moyenne
Rotterdam,108696,Hapag-Lloyd,9.4,7,Industriels,Moyenne
Hong Kong,62473,ONE,13.4,5,Petites Entreprises,Basse
Rotterdam,90354,MSC,14.0,4,Industriels,Moyenne
Tianjin,67694,MSC,11.1,6,Entreprises Grande Taille,Basse
Singapour,113842,Evergreen,12.3,7,Alimentaires,Moyenne
Guangzou,77724,Hapag-Lloyd,14.2,5,Entreprises Grande Taille,Moyenne
Shenzen,110670,ZIM,13.1,6,Particuliers,Moyenne
Singapour,98845,MSC,10.1,4,Particuliers,Moyenne
Qingdao,90924,Maersk,11.3,5,Petites Entreprises,Haute
Busan,79927,Hapag-Lloyd,11.3,3,Petites Entreprises,Moyenne
Busan,99433,COSCO,12.3,5,Industriels,Moyenne
Ningbo Zhoushan,134073,CMA CGM,15.0,4,Particuliers,Haute
Guangzou,106973,COSCO,11.1,3,Particuliers,Haute
Rotterdam,117664,CMA CGM,12.5,6,Particuliers,Moyenne
Hong Kong,77800,ONE,10.1,7,Industriels,Moyenne
Singapour,114947,ZIM,9.3,5,Entreprises Grande Taille,Basse
Singapour,98046,Yang Ming,10.2,7,Particuliers,Haute
Tianjin,66595,COSCO,12.2,5,Alimentaires,Basse
Shenzen,81831,CMA CGM,12.3,6,Industriels,Moyenne
Singapour,109718,ZIM,9.9,6,Alimentaires,Haute
Guangzou,94445,Maersk,11.7,5,Petites Entreprises,Haute
Qingdao,90920,MSC,12.0,3,Alimentaires,Moyenne
Singapour,113632,Yang Ming,12.4,7,Industriels,Haute
Busan,77637,Evergreen,12.8,3,Entreprises Grande Taille,Haute
Ningbo Zhoushan,117078,COSCO,13.5,7,Particuliers,Moyenne
Tianjin,96284,Yang Ming,11.5,7,Alimentaires,Haute
Qingdao,94787,ZIM,14.8,6,Industriels,Moyenne
Singapour,107970,Hapag-Lloyd,10.6,5,Industriels,Haute
Singapour,115457,MSC,12.3,5,Entreprises Grande Taille,Moyenne
Qingdao,79580,Yang Ming,14.4,3,Petites Entreprises,Haute
Ningbo Zhoushan,140541,CMA CGM,13.9,5,Particuliers,Moyenne
Tianjin,76683,Maersk,12.5,3,Entreprises Grande Taille,Basse
Shenzen,92475,Hapag-Lloyd,9.2,5,Industriels,Moyenne
Rotterdam,93505,CMA CGM,11.5,6,Entreprises Grande Taille,Haute
Shenzen,103848,Maersk,11.5,4,Alimentaires,Haute
Tianjin,85522,ZIM,13.5,5,Industriels,Basse
Busan,101544,Maersk,14.8,7,Particuliers,Haute
Shenzen,79689,CMA CGM,12.3,7,Alimentaires,Haute
Ningbo Zhoushan,135787,Evergreen,14.7,4,Entreprises Grande Taille,Moyenne
Ningbo Zhoushan,129364,Yang Ming,13.4,7,Petites Entreprises,Moyenne
Shenzen,86207,ONE,14.7,7,Alimentaires,Haute
Shenzen,114700,ZIM,12.6,3,Entreprises Grande Taille,Basse
Hong Kong,89051,Maersk,11.5,7,Particuliers,Haute
Tianjin,75761,Evergreen,14.5,3,Industriels,Moyenne
Qingdao,91705,Hapag-Lloyd,12.2,5,Petites Entreprises,Haute
Tianjin,67499,Evergreen,9.0,6,Particuliers,Haute
Qingdao,98222,MSC,9.5,7,Particuliers,Haute
Shangai,145554,CMA CGM,11.8,6,Alimentaires,Haute
Tianjin,94634,Maersk,10.8,5,Alimentaires,Haute
Hong Kong,92547,Hapag-Lloyd,11.4,3,Entreprises Grande Taille,Moyenne
Rotterdam,91884,Yang Ming,12.4,5,Alimentaires,Haute
Qingdao,84018,MSC,13.6,6,Particuliers,Haute
Hong Kong,88859,CMA CGM,12.4,7,Alimentaires,Basse
Rotterdam,121419,Yang Ming,11.1,7,Particuliers,Moyenne
Singapour,109595,MSC,14.0,4,Entreprises Grande Taille,Basse
Busan,80872,COSCO,10.0,3,Petites Entreprises,Moyenne
Busan,82817,Evergreen,14.4,3,Petites Entreprises,Haute
Tianjin,65640,Evergreen,12.0,7,Petites Entreprises,Moyenne
Ningbo Zhoushan,149852,MSC,11.7,3,Petites Entreprises,Moyenne
Ningbo Zhoushan,109974,Maersk,9.4,5,Petites Entreprises,Moyenne
Tianjin,97242,CMA CGM,9.1,6,Industriels,Basse
Shenzen,107494,ONE,9.8,7,Entreprises Grande Taille,Moyenne
Singapour,124386,Yang Ming,13.1,7,Industriels,Moyenne
Singapour,102536,Maersk,10.1,3,Industriels,Haute
Qingdao,91610,Maersk,14.4,3,Particuliers,Haute
Shenzen,94767,CMA CGM,14.3,7,Industriels,Basse
Rotterdam,122184,Hapag-Lloyd,11.2,7,Entreprises Grande Taille,Moyenne
Tianjin,85085,Hapag-Lloyd,11.2,5,Alimentaires,Basse
Shenzen,91004,Maersk,13.8,4,Alimentaires,Basse
Guangzou,84331,COSCO,11.6,5,Entreprises Grande Taille,Moyenne
Busan,71594,MSC,13.8,3,Entreprises Grande Taille,Basse
Busan,87120,ZIM,13.6,7,Industriels,Moyenne
Singapour,103117,COSCO,10.3,6,Particuliers,Basse
Shenzen,107513,Hapag-Lloyd,10.1,3,Entreprises Grande Taille,Moyenne
Hong Kong,85186,COSCO,12.6,4,Petites Entreprises,Moyenne
Tianjin,74388,CMA CGM,14.0,3,Particuliers,Moyenne
Singapour,97837,COSCO,14.7,3,Particuliers,Moyenne
Rotterdam,85952,ONE,12.0,6,Particuliers,Basse
Shangai,142498,ONE,11.9,7,Alimentaires,Haute
Busan,102339,Yang Ming,10.9,7,Entreprises Grande Taille,Basse
Shenzen,90547,ZIM,14.9,5,Entreprises Grande Taille,Basse
Shangai,130573,Hapag-Lloyd,10.3,4,Petites Entreprises,Haute
Guangzou,97277,COSCO,14.3,4,Entreprises Grande Taille,Moyenne
Shangai,149166,MSC,13.0,7,Industriels,Basse
Rotterdam,122107,CMA CGM,9.2,5,Petites Entreprises,Basse
Tianjin,92195,Evergreen,11.8,6,Industriels,Moyenne
Ningbo Zhoushan,143196,COSCO,12.9,5,Alimentaires,Moyenne
Singapour,126681,COSCO,12.0,6,Particuliers,Haute
Shangai,124945,Evergreen,10.5,4,Petites Entreprises,Moyenne
Tianjin,86500,Hapag-Lloyd,13.6,4,Alimentaires,Haute
Hong Kong,68010,Maersk,9.8,3,Industriels,Haute
Shenzen,93327,Maersk,12.3,3,Alimentaires,Haute
Singapour,99470,Evergreen,11.9,6,Industriels,Haute
Shangai,137625,ONE,13.4,7,Alimentaires,Moyenne
Ningbo Zhoushan,142186,CMA CGM,14.1,4,Petites Entreprises,Basse
Qingdao,82470,CMA CGM,14.7,4,Particuliers,Haute
Busan,80360,ZIM,10.7,7,Alimentaires,Haute
Busan,85251,Evergreen,9.9,4,Industriels,Moyenne
Tianjin,82876,COSCO,9.2,5,Petites Entreprises,Haute
Shangai,128014,ZIM,12.3,5,Alimentaires,Haute
Singapour,136312,Maersk,9.4,5,Alimentaires,Moyenne
Shenzen,81771,Hapag-Lloyd,13.3,4,Alimentaires,Haute
Shangai,126089,Yang Ming,14.1,7,Entreprises Grande Taille,Moyenne
Shangai,152166,CMA CGM,10.3,3,Petites Entreprises,Haute
Hong Kong,83428,CMA CGM,14.6,3,Alimentaires,Basse
Shenzen,115945,Hapag-Lloyd,13.4,6,Industriels,Haute
Singapour,118425,CMA CGM,10.7,7,Entreprises Grande Taille,Basse
Rotterdam,88502,ONE,13.6,5,Particuliers,Haute
Shenzen,90272,CMA CGM,13.0,4,Entreprises Grande Taille,Basse
Ningbo Zhoushan,108199,ZIM,13.0,5,Industriels,Moyenne
Busan,79536,MSC,12.0,7,Industriels,Moyenne
Shangai,114955,Evergreen,13.0,7,Petites Entreprises,Haute
Qingdao,89600,COSCO,14.9,5,Industriels,Haute
Busan,74006,Yang Ming,14.1,7,Particuliers,Basse
Singapour,134082,CMA CGM,10.1,3,Industriels,Basse
Shenzen,115283,MSC,15.0,7,Entreprises Grande Taille,Moyenne
Shangai,152878,ZIM,10.1,5,Alimentaires,Moyenne
Rotterdam,100935,ZIM,10.4,3,Petites Entreprises,Haute
Guangzou,82266,ZIM,14.9,4,Particuliers,Haute
Rotterdam,114819,CMA CGM,12.2,3,Petites Entreprises,Haute
Rotterdam,100869,Hapag-Lloyd,9.7,4,Alimentaires,Basse
Shenzen,105550,Yang Ming,14.7,4,Petites Entreprises,Haute
Singapour,108271,ONE,12.5,6,Alimentaires,Haute
Tianjin,69282,ONE,10.4,7,Alimentaires,Moyenne
Tianjin,75427,Yang Ming,11.4,7,Alimentaires,Haute
Hong Kong,69603,ONE,11.9,7,Petites Entreprises,Haute
Hong Kong,67853,Yang Ming,14.3,5,Alimentaires,Basse
Shenzen,115306,COSCO,11.3,3,Petites Entreprises,Basse
Rotterdam,89119,Maersk,9.5,3,Entreprises Grande Taille,Basse
Guangzou,86929,Evergreen,12.5,3,Industriels,Basse
Shangai,150339,ZIM,12.2,7,Particuliers,Basse
Tianjin,82043,ZIM,12.7,4,Petites Entreprises,Haute
Shangai,154833,Yang Ming,13.8,7,Particuliers,Moyenne
Tianjin,95010,ONE,12.3,3,Industriels,Basse
Rotterdam,87094,Maersk,13.3,4,Alimentaires,Haute
Shangai,149840,Evergreen,10.1,4,Entreprises Grande Taille,Basse
Tianjin,88994,COSCO,13.6,7,Industriels,Haute
Hong Kong,81617,Maersk,12.9,5,Petites Entreprises,Haute
Hong Kong,88473,CMA CGM,14.7,6,Alimentaires,Haute
Singapour,109569,Maersk,13.0,4,Entreprises Grande Taille,Haute
Busan,105757,Maersk,10.7,3,Entreprises Grande Taille,Moyenne
Busan,76302,ONE,10.6,5,Entreprises Grande Taille,Haute
Qingdao,80420,COSCO,12.0,7,Petites Entreprises,Basse
Shangai,150797,Hapag-Lloyd,9.5,3,Entreprises Grande Taille,Basse
Ningbo Zhoushan,126228,MSC,13.1,4,Petites Entreprises,Haute
Guangzou,98547,ONE,10.9,5,Entreprises Grande Taille,Haute
Qingdao,70577,MSC,12.4,4,Particuliers,Moyenne
Busan,91127,Hapag-Lloyd,9.0,5,Industriels,Haute
Tianjin,67222,COSCO,14.4,4,Particuliers,Basse
Qingdao,76024,ONE,9.6,7,Industriels,Moyenne
Guangzou,82283,MSC,11.6,5,Industriels,Moyenne
Qingdao,73866,COSCO,11.3,7,Petites Entreprises,Moyenne
Shenzen,81766,Hapag-Lloyd,9.5,5,Entreprises Grande Taille,Moyenne
Guangzou,75116,ONE,12.5,7,Petites Entreprises,Haute
Shenzen,117560,ONE,13.5,4,Particuliers,Haute
Hong Kong,79239,COSCO,12.6,3,Petites Entreprises,Haute
Ningbo Zhoushan,144393,Maersk,10.2,7,Particuliers,Basse
Qingdao,68817,Maersk,9.2,3,Alimentaires,Basse
Hong Kong,69597,MSC,13.0,6,Entreprises Grande Taille,Moyenne
Shangai,153055,ONE,10.0,6,Industriels,Basse
Singapour,129913,ONE,12.2,4,Particuliers,Moyenne
Qingdao,75018,MSC,9.2,5,Particuliers,Haute
Busan,84185,COSCO,14.6,3,Alimentaires,Haute
Busan,77293,Evergreen,9.7,7,Petites Entreprises,Moyenne
Shangai,112396,CMA CGM,12.8,4,Alimentaires,Haute
Qingdao,71708,ZIM,11.2,6,Alimentaires,Moyenne
Guangzou,79511,ONE,9.4,5,Entreprises Grande Taille,Moyenne
Singapour,115260,Maersk,11.0,5,Entreprises Grande Taille,Moyenne
Tianjin,80799,Hapag-Lloyd,12.5,3,Alimentaires,Haute
Singapour,104715,ZIM,14.5,3,Alimentaires,Basse
Rotterdam,114123,COSCO,10.3,6,Entreprises Grande Taille,Haute
Guangzou,90956,Maersk,14.0,5,Entreprises Grande Taille,Moyenne
Shangai,106651,Maersk,10.7,4,Entreprises Grande Taille,Moyenne
Shenzen,94979,ONE,14.1,6,Industriels,Moyenne
Guangzou,96821,Evergreen,9.7,7,Alimentaires,Moyenne
Hong Kong,80103,CMA CGM,13.7,5,Industriels,Basse
Qingdao,88098,Maersk,9.4,6,Particuliers,Haute
Ningbo Zhoushan,144951,Maersk,10.9,6,Alimentaires,Moyenne
Ningbo Zhoushan,125640,Maersk,12.0,7,Industriels,Moyenne
Shenzen,101642,COSCO,10.8,4,Entreprises Grande Taille,Basse
Shangai,118046,COSCO,9.5,5,Alimentaires,Haute
Rotterdam,121339,ONE,12.0,3,Alimentaires,Basse
Guangzou,93530,CMA CGM,12.6,4,Particuliers,Moyenne
Ningbo Zhoushan,111310,Maersk,14.2,6,Petites Entreprises,Haute
Hong Kong,70337,Maersk,11.2,3,Industriels,Haute
Hong Kong,62621,Evergreen,11.9,3,Particuliers,Haute
Ningbo Zhoushan,136943,Hapag-Lloyd,10.0,6,Alimentaires,Haute
Busan,88666,CMA CGM,13.0,6,Particuliers,Basse
Qingdao,71112,CMA CGM,13.6,4,Entreprises Grande Taille,Basse
Tianjin,95183,COSCO,9.3,5,Petites Entreprises,Haute
Qingdao,73375,CMA CGM,10.6,5,Entreprises Grande Taille,Moyenne
Busan,77675,COSCO,10.7,6,Petites Entreprises,Haute
Shangai,111289,Hapag-Lloyd,12.1,5,Alimentaires,Moyenne
Guangzou,106702,Hapag-Lloyd,11.8,5,Particuliers,Moyenne
Singapour,96261,COSCO,14.0,6,Particuliers,Basse
Shangai,127146,COSCO,12.1,7,Entreprises Grande Taille,Basse
Guangzou,77637,ZIM,14.4,3,Petites Entreprises,Haute
Tianjin,66653,Yang Ming,10.7,4,Industriels,Haute
Rotterdam,95193,Yang Ming,10.9,6,Particuliers,Haute
Ningbo Zhoushan,113107,Yang Ming,12.5,7,Industriels,Basse
Rotterdam,99929,ZIM,10.6,3,Alimentaires,Haute
Shangai,147857,Maersk,11.3,4,Petites Entreprises,Basse
Guangzou,108327,Maersk,11.0,3,Petites Entreprises,Basse
Busan,94649,Hapag-Lloyd,11.4,4,Entreprises Grande Taille,Basse
Guangzou,89641,Yang Ming,9.3,5,Alimentaires,Moyenne
Shangai,147730,Yang Ming,14.1,6,Entreprises Grande Taille,Haute
Tianjin,90256,Maersk,10.8,4,Particuliers,Basse
Tianjin,87268,ONE,10.3,6,Alimentaires,Moyenne
Ningbo Zhoushan,130381,ONE,12.0,7,Alimentaires,Moyenne
Guangzou,109353,Hapag-Lloyd,12.9,5,Entreprises Grande Taille,Haute
Tianjin,93461,Evergreen,13.7,7,Particuliers,Haute
Busan,99888,Maersk,14.1,3,Alimentaires,Haute
Hong Kong,75792,Evergreen,11.4,5,Particuliers,Haute
Guangzou,82846,Yang Ming,13.0,4,Entreprises Grande Taille,Basse
Rotterdam,122061,Maersk,10.0,5,Alimentaires,Moyenne
Busan,77054,Maersk,12.0,3,Petites Entreprises,Haute
Ningbo Zhoushan,115728,Maersk,12.6,7,Petites Entreprises,Haute
Shangai,145653,Yang Ming,9.9,4,Industriels,Moyenne
Shangai,114319,CMA CGM,11.9,7,Petites Entreprises,Moyenne
Busan,100250,Maersk,12.3,6,Petites Entreprises,Haute
Shangai,138000,ZIM,14.3,3,Alimentaires,Haute
Shenzen,85069,CMA CGM,14.1,3,Particuliers,Basse
Hong Kong,92114,ZIM,13.6,7,Alimentaires,Moyenne
Guangzou,78013,CMA CGM,13.6,7,Petites Entreprises,Basse
Shenzen,108050,Hapag-Lloyd,9.8,3,Alimentaires,Haute
Shangai,112374,ONE,9.4,7,Industriels,Basse
Shangai,151765,Yang Ming,10.0,3,Petites Entreprises,Haute
Guangzou,90806,MSC,12.6,6,Entreprises Grande Taille,Haute
Shenzen,107542,MSC,10.1,7,Particuliers,Haute
Tianjin,84957,Yang Ming,9.6,5,Industriels,Moyenne
Singapour,137957,Hapag-Lloyd,9.6,6,Industriels,Moyenne
Ningbo Zhoushan,129189,ZIM,12.9,6,Entreprises Grande Taille,Basse
Ningbo Zhoushan,102323,ONE,11.0,6,Alimentaires,Basse
Qingdao,83721,Evergreen,9.4,5,Particuliers,Haute
Guangzou,99525,Yang Ming,11.1,4,Particuliers,Moyenne
Guangzou,78006,CMA CGM,12.4,3,Alimentaires,Haute
Singapour,110227,Hapag-Lloyd,14.4,6,Industriels,Haute
Shangai,137859,ZIM,11.8,5,Industriels,Basse
Shenzen,89827,ZIM,9.0,7,Petites Entreprises,Moyenne
Shangai,110116,Hapag-Lloyd,11.3,5,Particuliers,Basse
Shenzen,115141,Evergreen,13.0,6,Alimentaires,Haute
Guangzou,98879,Evergreen,12.0,3,Petites Entreprises,Haute
Singapour,104564,COSCO,12.9,5,Alimentaires,Haute
Shangai,123557,Evergreen,13.5,7,Particuliers,Basse
Singapour,98748,COSCO,11.9,3,Petites Entreprises,Haute
Qingdao,99544,Evergreen,12.7,5,Alimentaires,Haute
Hong Kong,85720,CMA CGM,13.0,5,Particuliers,Moyenne
Shenzen,84133,ZIM,9.7,7,Industriels,Moyenne
Qingdao,72361,ZIM,10.2,6,Entreprises Grande Taille,Moyenne
Guangzou,103062,Evergreen,11.2,6,Alimentaires,Haute
Singapour,93067,ONE,12.2,3,Industriels,Haute
Rotterdam,104401,Hapag-Lloyd,13.3,4,Particuliers,Basse
Qingdao,100490,CMA CGM,14.1,3,Particuliers,Moyenne
Busan,94298,Hapag-Lloyd,14.8,7,Industriels,Basse
Tianjin,77720,MSC,11.5,6,Industriels,Moyenne
Singapour,112569,Hapag-Lloyd,9.5,3,Particuliers,Haute
Rotterdam,85719,Hapag-Lloyd,14.9,3,Entreprises Grande Taille,Haute
Shenzen,109957,ONE,11.5,4,Entreprises Grande Taille,Basse
Singapour,133848,Yang Ming,10.9,5,Particuliers,Haute
Hong Kong,78152,Yang Ming,10.1,6,Petites Entreprises,Moyenne
Qingdao,92620,Evergreen,12.1,6,Entreprises Grande Taille,Haute
Guangzou,84487,MSC,12.7,3,Entreprises Grande Taille,Haute
Shangai,118209,Yang Ming,14.4,3,Entreprises Grande Taille,Basse
Hong Kong,72658,ONE,14.6,4,Petites Entreprises,Basse
Rotterdam,107730,Hapag-Lloyd,10.0,5,Industriels,Moyenne
Busan,77366,COSCO,12.6,6,Particuliers,Basse
Shangai,108773,Maersk,14.3,7,Petites Entreprises,Moyenne
Singapour,130763,COSCO,13.9,3,Petites Entreprises,Basse
Shangai,108869,Evergreen,13.4,4,Particuliers,Moyenne
Busan,105811,Yang Ming,14.1,6,Alimentaires,Moyenne
Qingdao,91296,Evergreen,12.4,5,Entreprises Grande Taille,Moyenne
Qingdao,98115,MSC,12.4,6,Petites Entreprises,Haute
Rotterdam,101364,Yang Ming,14.4,3,Alimentaires,Moyenne
Guangzou,80812,COSCO,10.8,5,Industriels,Basse
Rotterdam,112588,Maersk,9.7,3,Entreprises Grande Taille,Basse
Rotterdam,115059,Hapag-Lloyd,11.8,4,Industriels,Moyenne
Rotterdam,122074,ZIM,10.7,4,Petites Entreprises,Moyenne
Ningbo Zhoushan,135808,CMA CGM,12.8,5,Entreprises Grande Taille,Haute
Hong Kong,70905,Yang Ming,9.7,7,Entreprises Grande Taille,Basse
Qingdao,101451,Maersk,9.4,4,Industriels,Haute
Busan,91008,Maersk,14.1,6,Alimentaires,Basse
Qingdao,101854,CMA CGM,11.3,7,Petites Entreprises,Haute
Busan,101495,Maersk,14.8,4,Industriels,Basse
Qingdao,83474,COSCO,10.7,3,Industriels,Basse
Ningbo Zhoushan,122361,MSC,12.1,4,Entreprises Grande Taille,Haute
